"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","VUT.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Vanuatu","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LSO.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SEN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Senegal","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","VUT.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Vanuatu","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","VUT.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Vanuatu","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWZ.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Eswatini, Kingdom of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","COD.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Congo, Democratic Republic of the","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWZ.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Eswatini, Kingdom of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LSO.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ZMB.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Zambia","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","VUT.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Vanuatu","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LSO.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LSO.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SRB.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Serbia, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAR.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Morocco","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.2656685315561309","0.2012517676788272","0.1962782436851788",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","LSO.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GNQ.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Equatorial Guinea, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","COD.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Congo, Democratic Republic of the","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SEN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Senegal","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SEN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Senegal","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWZ.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Eswatini, Kingdom of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","COD.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Congo, Democratic Republic of the","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","RUS.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Russian Federation","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.5884254719879685","0.1907468577416928","0.06455540417901923",""
"IMF.STA:GFS_COFOG(11.0.0)","GNQ.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Equatorial Guinea, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LSO.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAR.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Morocco","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GNQ.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Equatorial Guinea, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.1430774666815799","0.1125330490047369","0.1063484349384214",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SEN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Senegal","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","3.251254708085945","3.06619111444747","2.950664417085342",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.5423000124580618","0.4441830194230174","0.4261349266014857",""
"IMF.STA:GFS_COFOG(11.0.0)","SEN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Senegal","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.232042929872301","1.036529065833826","1.137333223347329",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","2.287946591115925","1.669246267294139","1.502292070960286",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NAM.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Namibia","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","4.892043636195957","4.41650499696486","4.390624319056271",""
"IMF.STA:GFS_COFOG(11.0.0)","VUT.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Vanuatu","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MAR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Morocco","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.9861874041901046","0.8476317270177482","0.8150264170740518",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.06844118251297975","0.05610396210792009","0.05693434339256387",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NZL.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","New Zealand","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GHA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Ghana","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ETH.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NZL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","New Zealand","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ETH.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAF.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Central African Republic","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MKD.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ARM.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Armenia, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.1025925199668102","0.1305807010037606","0.1396409797131652",""
"IMF.STA:GFS_COFOG(11.0.0)","MAR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Morocco","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ZMB.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Zambia","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ECU.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Ecuador","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PAN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Panama","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PAN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Panama","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ECU.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Ecuador","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PAN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Panama","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PAN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Panama","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","TJK.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Tajikistan, Republic of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.75288622654371","0.3966352815031009","0.07496051028376118",""
"IMF.STA:GFS_COFOG(11.0.0)","TJK.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Tajikistan, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.2494186738137427","0.0499302787123486","0.06127025616599759",""
"IMF.STA:GFS_COFOG(11.0.0)","TJK.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Tajikistan, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","3.158242986733784","2.415656274354282","2.882952656358825",""
"IMF.STA:GFS_COFOG(11.0.0)","TJK.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Tajikistan, Republic of","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.4579706439590685","0.1646781433116121","1.192072362297028",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CMR.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Cameroon","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ECU.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Ecuador","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ECU.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Ecuador","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ECU.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Ecuador","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","GIN.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Guinea","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","VNM.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Vietnam","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","VNM.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Vietnam","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MEX.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Mexico","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SWZ.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Eswatini, Kingdom of","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PAN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Panama","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PAN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Panama","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PNG.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Papua New Guinea","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","TJK.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Tajikistan, Republic of","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.636807963884709","0.1074860721586599","0.07265301535726798",""
"IMF.STA:GFS_COFOG(11.0.0)","TJK.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Tajikistan, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","1.05216816602903","1.688607672927283","1.472877966772116",""
"IMF.STA:GFS_COFOG(11.0.0)","ECU.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Ecuador","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
